"ï..Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Public.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.yiku","checkpoint.gn26","randomiser.2vg5","Randomise.questionnaire.elements.","Question.Key","Response"
"5",1646655764086,"07/03/2022 12:22:44",1646655765938,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3",2
"6",1646655764086,"07/03/2022 12:22:44",1646655765938,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4",3
"7",1646655764086,"07/03/2022 12:22:44",1646655765938,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5",2
"8",1646655764086,"07/03/2022 12:22:44",1646655765939,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6",2
"9",1646655764086,"07/03/2022 12:22:44",1646655765939,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7",1
"10",1646655764086,"07/03/2022 12:22:44",1646655765939,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8",1
"11",1646655764086,"07/03/2022 12:22:44",1646655765940,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9",1
"12",1646655764086,"07/03/2022 12:22:44",1646655765940,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10",2
"13",1646655764086,"07/03/2022 12:22:44",1646655765940,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11",2
"14",1646655764086,"07/03/2022 12:22:44",1646655765941,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12",1
"15",1646655764086,"07/03/2022 12:22:44",1646655765941,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13",0
"16",1646655764086,"07/03/2022 12:22:44",1646655765941,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0-quantised",7
"17",1646655764086,"07/03/2022 12:22:44",1646655765941,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1-quantised",4
"18",1646655764086,"07/03/2022 12:22:44",1646655765941,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2-quantised",3
"19",1646655764086,"07/03/2022 12:22:44",1646655765942,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3-quantised",3
"20",1646655764086,"07/03/2022 12:22:44",1646655765942,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4-quantised",4
"21",1646655764086,"07/03/2022 12:22:44",1646655765942,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5-quantised",3
"22",1646655764086,"07/03/2022 12:22:44",1646655765942,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6-quantised",3
"23",1646655764171,"07/03/2022 12:22:44",1646655765943,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7-quantised",2
"24",1646655764171,"07/03/2022 12:22:44",1646655765944,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8-quantised",2
"25",1646655764171,"07/03/2022 12:22:44",1646655765944,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9-quantised",2
"26",1646655764171,"07/03/2022 12:22:44",1646655765944,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10-quantised",3
"27",1646655764171,"07/03/2022 12:22:44",1646655765945,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11-quantised",3
"28",1646655764171,"07/03/2022 12:22:44",1646655765945,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12-quantised",2
"29",1646655764171,"07/03/2022 12:22:44",1646655765945,1,"07/03/2022 13:22:45",73265,15,"questionnaire-mxm5",NA,20140260,"BLIND",5972214,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Edge 98.0.1108.62","3440x1440","3260x1266","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13-quantised",1
"2",1646653377073,"07/03/2022 11:42:57",1646653376991,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0",8
"3",1646653377222,"07/03/2022 11:42:57",1646653376994,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1",7
"4",1646653377222,"07/03/2022 11:42:57",1646653376994,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2",7
"5",1646653377222,"07/03/2022 11:42:57",1646653376995,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3",6
"6",1646653377222,"07/03/2022 11:42:57",1646653376995,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4",6
"7",1646653377222,"07/03/2022 11:42:57",1646653376995,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5",5
"8",1646653377222,"07/03/2022 11:42:57",1646653376996,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6",4
"9",1646653377222,"07/03/2022 11:42:57",1646653376996,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7",4
"10",1646653377222,"07/03/2022 11:42:57",1646653376996,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8",6
"11",1646653377222,"07/03/2022 11:42:57",1646653376997,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9",1
"12",1646653377222,"07/03/2022 11:42:57",1646653376997,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10",6
"13",1646653377222,"07/03/2022 11:42:57",1646653376998,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11",1
"14",1646653377222,"07/03/2022 11:42:57",1646653376998,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12",5
"15",1646653377222,"07/03/2022 11:42:57",1646653376998,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13",3
"16",1646653377222,"07/03/2022 11:42:57",1646653376998,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0-quantised",9
"17",1646653377222,"07/03/2022 11:42:57",1646653376999,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1-quantised",8
"18",1646653377222,"07/03/2022 11:42:57",1646653376999,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2-quantised",8
"19",1646653377222,"07/03/2022 11:42:57",1646653376999,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3-quantised",7
"20",1646653377222,"07/03/2022 11:42:57",1646653376999,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4-quantised",7
"21",1646653377222,"07/03/2022 11:42:57",1646653376999,1,"07/03/2022 12:42:56",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5-quantised",6
"22",1646653377222,"07/03/2022 11:42:57",1646653377000,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6-quantised",5
"23",1646653377339,"07/03/2022 11:42:57",1646653377000,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7-quantised",5
"24",1646653377339,"07/03/2022 11:42:57",1646653377000,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8-quantised",7
"25",1646653377339,"07/03/2022 11:42:57",1646653377001,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9-quantised",2
"26",1646653377339,"07/03/2022 11:42:57",1646653377001,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10-quantised",7
"27",1646653377339,"07/03/2022 11:42:57",1646653377001,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11-quantised",2
"28",1646653377339,"07/03/2022 11:42:57",1646653377002,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12-quantised",6
"29",1646653377339,"07/03/2022 11:42:57",1646653377002,1,"07/03/2022 12:42:57",73265,15,"questionnaire-mxm5",NA,20138845,"BLIND",5971753,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 98.0.4758.109","1440x900","1440x821","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13-quantised",4
"2",1644857747617,"14/02/2022 16:55:47",1644857747417,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0",7
"3",1644857747711,"14/02/2022 16:55:47",1644857747419,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","1",6
"4",1644857747711,"14/02/2022 16:55:47",1644857747419,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","2",6
"5",1644857747711,"14/02/2022 16:55:47",1644857747419,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","3",7
"6",1644857747711,"14/02/2022 16:55:47",1644857747419,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","4",7
"7",1644857747711,"14/02/2022 16:55:47",1644857747419,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","5",6
"8",1644857747711,"14/02/2022 16:55:47",1644857747419,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","6",6
"9",1644857747711,"14/02/2022 16:55:47",1644857747420,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","7",6
"10",1644857747711,"14/02/2022 16:55:47",1644857747420,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","8",7
"11",1644857747711,"14/02/2022 16:55:47",1644857747420,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","9",7
"12",1644857747711,"14/02/2022 16:55:47",1644857747420,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","10",7
"13",1644857747711,"14/02/2022 16:55:47",1644857747420,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","11",3
"14",1644857747711,"14/02/2022 16:55:47",1644857747420,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","12",7
"15",1644857747711,"14/02/2022 16:55:47",1644857747421,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","13",7
"16",1644857747711,"14/02/2022 16:55:47",1644857747421,1,"14/02/2022 17:55:47",73265,15,"questionnaire-mxm5",NA,19435642,"BLIND",5768042,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.13.6","Safari 13.1.2","1440x900","1440x900","Part 1 completed","VAS-f-2",2,NA,"Part 1 completed","Accuracy_level_0.55","No","0-quantised",8
